Ride_ID,Driver_ID,Date,Distance_km,Earnings,Tips,Rating
4495,58,2023-02-16,3.68,4.14,0.35,3.4
4496,69,2023-04-10,2.62,3.28,0.44,3.5
4497,55,2023-06-23,43.59,48.2,2.71,4.4
4498,89,2023-06-24,9.36,10.52,2.46,3.7
4499,76,2023-02-18,38.56,39.04,3.56,4.6
4500,32,2023-05-21,6.51,10.58,1.97,3.8
4501,81,2023-06-02,39.09,57.77,11.12,3.4
4502,19,2023-04-23,17.78,38.82,6.01,3.8
4503,11,2023-06-22,12.87,28.29,3.83,4.4
4504,14,2023-06-09,25.91,59.12,9.85,3.9
4505,41,2023-02-20,5.86,11.78,0.74,4.8
4506,78,2023-04-08,31.51,43.37,3.33,4.0
4507,91,2023-03-23,18.6,51.58,11.4,3.2
4508,74,2023-03-19,1.47,3.39,0.26,3.2
4509,66,2023-02-18,38.32,68.38,7.73,3.9
4510,93,2023-07-06,41.78,122.71,7.06,3.9
4511,94,2023-07-03,36.37,98.22,20.79,3.7
4512,2,2023-05-13,45.33,72.84,16.39,4.1
4513,73,2023-05-27,13.42,30.52,1.94,4.2
4514,93,2023-08-07,22.88,62.82,9.48,3.6
4515,37,2023-05-01,7.93,13.26,2.66,3.6
4516,37,2023-07-12,39.56,42.17,8.16,4.4
4517,69,2023-06-25,7.08,9.23,1.05,5.0
4518,46,2023-05-21,29.12,60.8,8.71,4.6
4519,52,2023-07-12,47.96,140.3,13.23,4.3
4520,66,2023-04-01,44.66,62.72,8.26,3.3
4521,57,2023-03-15,47.84,79.5,5.58,4.3
4522,57,2023-07-07,38.25,98.23,23.58,4.5
4523,78,2023-06-13,29.28,44.84,7.42,4.9
4524,32,2023-02-14,31.53,67.8,10.92,5.0
4525,21,2023-03-18,2.08,4.88,0.33,4.1
4526,1,2023-02-24,29.37,54.29,3.94,3.8
4527,25,2023-06-10,21.64,44.8,10.75,4.5
4528,40,2023-04-22,20.26,50.26,4.59,4.0
4529,83,2023-02-12,9.31,21.9,2.4,4.2
4530,19,2023-04-27,20.32,54.43,6.16,3.9
4531,79,2023-05-21,40.68,72.36,15.21,4.9
4532,65,2023-03-09,2.3,6.68,1.07,3.1
4533,44,2023-07-28,38.62,84.8,20.94,4.9
4534,84,2023-05-13,45.27,133.53,30.16,4.0
4535,32,2023-04-29,8.25,14.9,1.89,3.5
4536,1,2023-02-16,31.26,65.46,13.78,4.4
4537,6,2023-03-21,2.25,3.42,0.67,4.6
4538,55,2023-04-24,18.84,45.9,5.83,4.6
4539,27,2023-05-15,45.79,55.35,9.37,3.4
4540,70,2023-02-27,31.49,94.17,12.8,4.8
4541,94,2023-05-21,25.78,65.86,8.17,3.4
4542,49,2023-03-09,47.01,102.04,6.57,3.6
4543,39,2023-07-23,16.74,30.57,2.32,3.2
4544,93,2023-07-23,17.94,49.21,3.02,4.7
4545,87,2023-07-04,19.3,29.99,1.66,4.2
4546,42,2023-04-11,21.61,46.82,7.28,4.5
4547,89,2023-06-25,40.35,119.4,25.21,4.9
4548,79,2023-04-22,3.3,4.61,0.63,3.9
4549,91,2023-03-24,7.65,12.75,0.93,4.5
4550,55,2023-06-29,35.64,58.94,4.66,3.3
4551,56,2023-05-23,3.5,7.21,1.41,3.2
4552,84,2023-06-26,21.64,26.95,4.19,3.6
4553,6,2023-03-19,27.55,82.08,8.36,3.4
4554,90,2023-05-06,47.96,115.16,26.65,3.8
4555,47,2023-03-01,47.79,48.95,4.36,4.0
4556,98,2023-06-07,9.57,21.22,2.84,3.2
4557,13,2023-07-11,3.5,7.29,1.1,4.6
4558,85,2023-07-26,42.55,127.49,23.18,3.2
4559,23,2023-05-23,48.69,98.77,21.22,4.3
4560,49,2023-03-23,37.05,48.71,4.54,4.1
4561,23,2023-03-02,8.57,18.66,0.99,3.9
4562,95,2023-06-09,31.49,56.98,12.58,3.6
4563,79,2023-06-01,43.12,99.35,8.81,4.7
4564,9,2023-06-04,38.84,52.51,5.45,4.6
4565,32,2023-07-09,17.51,42.23,5.93,4.8
4566,86,2023-07-01,13.97,21.18,4.85,4.3
4567,82,2023-06-16,45.54,87.82,9.14,4.3
4568,77,2023-06-26,32.92,67.49,11.65,3.5
4569,89,2023-07-06,18.33,42.41,7.07,4.3
4570,83,2023-04-23,20.03,49.29,9.77,4.3
4571,37,2023-07-06,47.03,47.57,7.7,4.3
4572,21,2023-03-21,8.53,15.32,3.12,3.1
4573,86,2023-06-25,6.06,16.97,3.13,4.3
4574,66,2023-03-18,38.7,71.4,15.67,3.0
4575,68,2023-06-22,28.45,49.43,8.33,4.6
4576,31,2023-05-28,22.87,24.04,1.74,3.5
4577,56,2023-04-24,33.84,68.47,5.32,4.3
4578,9,2023-05-27,41.32,55.37,8.61,3.9
4579,43,2023-05-10,33.56,51.55,7.82,4.8
4580,35,2023-03-29,34.68,90.6,16.34,3.9
4581,82,2023-05-22,39.17,72.8,4.13,3.9
4582,8,2023-06-23,1.32,1.35,0.21,3.1
4583,16,2023-07-15,9.14,21.08,1.77,5.0
4584,42,2023-07-27,37.21,101.15,24.28,4.2
4585,68,2023-06-14,34.81,35.05,3.16,3.0
4586,90,2023-04-20,19.42,39.22,7.95,3.8
4587,72,2023-03-12,27.3,57.51,13.59,3.8
4588,81,2023-06-05,5.38,6.38,1.21,4.5
4589,99,2023-06-30,35.53,74.18,10.5,4.9
4590,43,2023-05-06,13.16,30.82,7.25,3.3
4591,80,2023-04-11,43.34,105.85,13.75,3.4
4592,88,2023-08-04,46.74,55.83,8.49,3.8
4593,29,2023-02-21,9.38,17.45,2.43,3.1
4594,5,2023-06-14,23.25,48.56,6.82,3.3
4595,47,2023-07-29,12.13,27.78,2.49,4.9
4596,94,2023-04-12,20.45,29.09,4.94,4.9
4597,23,2023-06-21,32.17,47.38,11.41,4.7
4598,26,2023-05-16,21.44,23.45,1.31,4.8
4599,3,2023-05-14,43.08,91.1,11.42,4.6
4600,59,2023-05-12,17.99,22.35,2.45,4.3
4601,40,2023-06-01,11.49,26.92,2.84,4.0
4602,78,2023-05-12,44.78,57.75,4.82,3.1
4603,66,2023-04-26,5.11,6.39,0.39,4.0
4604,76,2023-05-12,10.25,17.35,3.08,4.0
4605,95,2023-02-21,13.37,18.84,2.4,4.4
4606,30,2023-04-18,4.34,10.18,2.39,4.2
4607,90,2023-04-18,2.93,3.32,0.4,4.4
4608,83,2023-07-20,3.27,8.51,1.39,4.8
4609,82,2023-04-27,34.65,84.67,13.05,3.0
4610,95,2023-05-24,19.83,30.3,2.37,3.2
4611,68,2023-05-21,35.64,78.45,13.1,5.0
4612,30,2023-02-24,29.49,67.87,9.17,4.7
4613,9,2023-05-16,8.23,17.21,2.93,4.2
4614,4,2023-05-05,31.4,31.58,4.1,4.9
4615,40,2023-08-09,18.77,18.84,3.38,5.0
4616,48,2023-07-19,9.54,14.3,3.06,4.2
4617,78,2023-07-21,23.31,30.51,6.11,4.5
4618,63,2023-05-19,31.77,79.75,10.99,3.5
4619,84,2023-05-28,40.71,74.33,3.88,4.8
4620,80,2023-04-09,14.01,25.19,3.11,4.9
4621,37,2023-06-21,12.49,19.38,4.09,3.6
4622,97,2023-05-11,34.43,47.19,3.56,4.1
4623,78,2023-06-02,44.14,63.06,14.99,4.9
4624,99,2023-02-15,32.49,82.12,9.36,4.7
4625,19,2023-03-23,3.73,10.96,2.44,3.6
4626,6,2023-07-26,39.89,93.77,15.01,4.0
4627,65,2023-07-06,49.89,148.43,12.92,4.5
4628,63,2023-05-21,22.12,66.24,15.18,4.1
4629,30,2023-03-28,47.09,68.28,6.22,3.3
4630,32,2023-06-02,36.72,45.64,5.85,5.0
4631,96,2023-06-02,33.66,66.12,5.74,4.5
4632,19,2023-05-28,15.56,36.46,2.51,4.7
4633,74,2023-05-18,24.31,37.85,5.74,3.5
4634,44,2023-04-01,18.36,32.72,7.63,4.5
4635,28,2023-03-02,38.58,97.43,11.32,3.6
4636,39,2023-04-10,46.36,57.11,7.65,3.8
4637,36,2023-03-26,12.72,35.16,8.27,3.6
4638,8,2023-05-17,20.5,42.03,5.57,3.3
4639,28,2023-05-30,43.13,77.72,5.75,3.5
4640,73,2023-03-04,40.01,88.42,13.83,3.2
4641,36,2023-04-09,27.39,36.04,3.42,4.3
4642,58,2023-05-16,24.03,66.07,9.31,4.4
4643,56,2023-02-27,6.72,16.27,3.74,3.8
4644,23,2023-05-29,38.9,53.45,12.01,4.8
4645,44,2023-03-24,48.22,80.37,15.71,4.7
4646,32,2023-04-07,35.66,83.65,18.66,4.9
4647,18,2023-02-19,9.83,17.38,3.23,4.5
4648,24,2023-05-17,8.03,16.75,4.08,3.3
4649,73,2023-05-07,41.79,86.58,14.82,3.8
4650,84,2023-02-15,23.18,49.24,7.43,4.3
4651,77,2023-03-10,46.86,86.12,11.61,4.6
4652,38,2023-03-18,48.18,56.52,7.64,4.1
4653,78,2023-05-01,5.8,6.02,0.33,3.1
4654,23,2023-02-20,43.14,77.92,12.51,3.7
4655,55,2023-03-23,21.8,23.04,3.84,3.3
4656,15,2023-02-23,32.28,67.03,13.11,3.0
4657,61,2023-06-13,37.97,65.12,10.29,3.8
4658,30,2023-05-05,35.97,89.05,4.83,4.3
4659,32,2023-04-27,21.73,55.11,7.12,3.4
4660,56,2023-06-16,46.37,115.6,7.1,3.2
4661,49,2023-08-05,43.23,56.37,11.95,4.3
4662,52,2023-04-03,28.07,56.74,4.98,4.4
4663,32,2023-02-17,23.74,68.13,12.92,3.0
4664,8,2023-07-28,44.35,108.81,5.53,3.0
4665,32,2023-07-15,17.68,30.38,6.46,3.0
4666,77,2023-02-23,6.82,16.87,3.48,3.8
4667,66,2023-08-09,7.74,9.9,2.24,3.5
4668,47,2023-07-23,46.88,75.72,15.01,3.2
4669,62,2023-08-06,25.8,64.33,13.61,4.3
4670,60,2023-05-23,8.88,18.0,2.23,3.0
4671,70,2023-08-01,12.78,15.61,2.39,5.0
4672,92,2023-07-05,46.96,54.92,11.23,4.9
4673,47,2023-05-25,6.91,18.84,1.68,3.7
4674,13,2023-03-31,16.76,29.81,3.91,3.8
4675,37,2023-04-09,37.42,93.46,11.4,4.1
4676,47,2023-07-16,3.1,6.22,0.33,3.8
4677,8,2023-05-17,14.16,26.78,5.54,4.3
4678,68,2023-06-15,38.56,60.08,14.37,3.3
4679,90,2023-02-19,31.2,79.9,17.06,3.8
4680,2,2023-07-24,2.29,3.69,0.89,3.7
4681,14,2023-04-18,16.99,17.94,1.15,3.9
4682,35,2023-03-21,8.46,11.72,0.81,4.2
4683,60,2023-02-15,15.39,27.64,2.12,3.3
4684,86,2023-06-13,42.93,98.58,6.63,4.3
4685,27,2023-03-08,41.04,120.86,20.32,3.4
4686,2,2023-07-31,21.2,28.61,4.47,3.4
4687,71,2023-07-27,48.9,129.42,14.37,3.9
4688,12,2023-06-13,43.86,128.94,17.38,3.6
4689,55,2023-04-05,29.57,55.01,4.76,3.6
4690,76,2023-05-17,35.31,64.03,15.5,3.8
4691,34,2023-08-05,34.6,72.85,16.07,3.9
4692,8,2023-03-25,34.09,76.15,6.0,3.0
4693,18,2023-03-09,11.38,31.94,7.32,4.8
4694,33,2023-05-04,21.54,34.9,2.54,3.8
4695,36,2023-04-23,32.88,78.18,5.73,3.1
4696,38,2023-07-12,13.4,15.94,1.7,4.5
4697,18,2023-05-05,46.7,55.24,8.4,4.6
4698,4,2023-05-20,37.98,113.74,19.76,3.7
4699,83,2023-03-18,26.16,43.64,7.61,3.9
4700,45,2023-07-30,46.87,111.19,10.48,4.2
4701,43,2023-07-30,11.5,20.18,3.27,4.7
4702,58,2023-05-25,15.97,24.98,4.83,4.2
4703,32,2023-05-11,41.9,68.32,11.2,5.0
4704,90,2023-03-16,32.31,81.17,12.17,3.8
4705,16,2023-02-26,13.91,15.69,2.13,4.0
4706,100,2023-07-18,45.25,109.52,16.11,3.9
4707,71,2023-06-07,27.08,76.34,4.25,3.1
4708,37,2023-04-02,48.03,80.73,13.59,4.8
4709,1,2023-05-20,11.25,24.09,2.68,3.4
4710,15,2023-03-12,21.01,54.32,12.06,4.3
4711,38,2023-07-07,18.43,43.14,7.9,4.9
4712,41,2023-06-16,32.4,40.44,9.52,4.6
4713,35,2023-03-23,9.72,20.93,3.88,4.6
4714,83,2023-05-03,9.27,10.91,0.98,3.5
4715,6,2023-03-13,4.54,4.67,0.76,4.2
4716,59,2023-06-04,48.78,106.83,8.85,4.4
4717,26,2023-06-21,28.12,51.55,10.83,3.3
4718,39,2023-07-22,3.89,8.8,0.74,3.4
4719,12,2023-07-08,35.58,51.92,6.71,4.8
4720,74,2023-03-04,28.56,42.89,6.23,4.0
4721,33,2023-05-11,44.03,47.09,6.48,3.1
4722,86,2023-07-23,27.73,50.03,10.82,3.0
4723,91,2023-06-01,1.76,2.76,0.16,4.1
4724,74,2023-06-09,12.64,32.78,4.83,3.8
4725,56,2023-03-17,6.04,16.45,3.85,4.5
4726,53,2023-07-16,2.99,8.09,1.71,3.0
4727,2,2023-07-10,3.86,6.02,1.29,4.4
4728,15,2023-06-29,17.72,50.65,4.44,4.3
4729,23,2023-04-10,24.72,25.97,2.24,4.0
4730,38,2023-07-14,46.96,127.89,23.57,3.8
4731,74,2023-02-25,18.92,43.69,5.78,3.9
4732,56,2023-06-13,33.43,88.41,15.46,4.0
4733,71,2023-07-11,17.09,33.25,3.98,3.5
4734,81,2023-06-16,40.14,54.75,6.78,3.8
4735,26,2023-05-25,7.48,12.36,1.97,3.9
4736,78,2023-07-31,32.78,62.49,5.62,4.4
4737,71,2023-02-22,37.86,109.93,11.53,4.7
4738,74,2023-07-11,37.81,74.33,11.8,4.6
4739,39,2023-04-04,41.91,86.69,8.99,4.4
4740,54,2023-07-02,45.69,108.22,16.24,3.9
4741,17,2023-03-01,45.25,62.2,10.34,3.8
4742,10,2023-08-02,7.42,19.34,3.35,3.0
4743,71,2023-05-17,38.1,107.31,24.17,4.0
4744,4,2023-04-14,1.28,1.98,0.21,3.1
4745,53,2023-03-26,38.28,111.39,25.35,3.4
4746,29,2023-05-17,38.41,61.91,10.58,3.7
4747,84,2023-07-14,35.85,71.49,15.86,3.2
4748,50,2023-04-11,9.34,14.28,1.8,3.4
4749,100,2023-06-30,5.52,7.66,1.29,4.4
4750,79,2023-03-27,1.86,4.14,0.56,4.2
4751,17,2023-06-08,20.06,50.12,8.03,3.7
4752,87,2023-05-09,34.12,48.29,6.72,3.2
4753,34,2023-02-12,6.94,12.77,1.8,4.4
4754,73,2023-03-09,33.19,82.16,8.86,4.4
4755,85,2023-06-02,5.14,5.9,0.72,3.6
4756,51,2023-07-05,49.44,126.57,7.62,3.9
4757,89,2023-04-20,4.9,8.34,1.58,3.6
4758,58,2023-02-21,21.92,46.1,10.53,4.2
4759,89,2023-07-31,30.16,44.72,7.67,3.8
4760,11,2023-07-05,10.94,19.41,4.52,3.2
4761,16,2023-05-12,4.34,8.71,1.0,3.4
4762,85,2023-02-12,10.32,18.43,1.82,3.5
4763,28,2023-06-21,47.06,70.67,11.88,4.0
4764,37,2023-04-12,8.53,17.18,2.02,4.1
4765,2,2023-02-13,3.84,5.55,0.97,4.5
4766,9,2023-04-08,49.18,99.19,15.05,3.9
4767,100,2023-08-02,21.51,34.83,2.26,4.4
4768,96,2023-05-16,30.03,64.54,5.07,3.2
4769,30,2023-03-04,29.06,85.38,16.55,4.5
4770,74,2023-05-05,42.31,53.91,5.1,3.8
4771,71,2023-08-02,44.19,95.86,9.59,4.3
4772,95,2023-02-15,20.45,57.12,5.01,3.4
4773,64,2023-03-19,27.44,73.72,8.86,4.4
4774,31,2023-02-17,24.44,72.8,11.84,4.3
4775,41,2023-06-18,40.78,102.45,14.65,4.0
4776,5,2023-04-04,22.39,54.64,12.63,5.0
4777,38,2023-05-28,29.28,81.19,5.74,3.2
4778,83,2023-07-09,8.2,22.95,1.64,4.3
4779,24,2023-05-15,48.76,64.88,12.83,3.4
4780,98,2023-03-13,30.18,59.77,5.89,3.6
4781,9,2023-05-21,24.53,64.87,4.07,3.3
4782,81,2023-05-12,4.88,5.44,1.24,4.8
4783,39,2023-02-28,40.14,64.95,9.11,3.5
4784,95,2023-02-25,11.76,19.64,1.43,3.5
4785,38,2023-04-10,36.69,85.75,19.03,4.6
4786,76,2023-04-26,44.91,71.27,15.02,3.9
4787,1,2023-07-18,5.52,6.84,0.47,3.0
4788,10,2023-07-29,5.77,7.99,1.67,4.5
4789,82,2023-07-20,27.52,51.95,3.23,4.4
4790,62,2023-04-17,32.03,36.04,8.05,3.8
4791,60,2023-04-12,14.26,18.29,1.01,4.7
4792,64,2023-07-09,15.5,30.18,5.61,3.1
4793,22,2023-06-23,4.41,12.37,2.9,3.3
4794,75,2023-07-22,14.19,35.26,4.39,4.4
4795,68,2023-05-06,31.88,36.98,4.46,5.0
4796,73,2023-06-01,8.21,15.27,2.28,3.7
4797,11,2023-05-01,49.79,59.5,13.0,3.3
4798,10,2023-06-16,40.8,96.25,10.2,4.2
4799,60,2023-04-20,32.64,42.11,5.03,3.4
4800,71,2023-05-31,45.63,93.85,22.81,4.0
4801,18,2023-03-04,42.11,93.57,6.76,3.0
4802,21,2023-06-13,10.13,20.11,4.74,4.3
4803,99,2023-03-28,47.41,48.63,5.99,3.7
4804,51,2023-03-25,41.69,99.7,16.74,3.2
4805,16,2023-03-05,11.58,20.3,2.9,4.6
4806,94,2023-08-01,40.27,66.51,8.09,4.6
4807,28,2023-05-04,45.42,82.99,16.71,4.4
4808,14,2023-03-15,21.43,30.58,2.81,4.6
4809,40,2023-05-31,29.42,73.27,12.97,3.6
4810,67,2023-07-10,39.53,79.37,16.18,4.0
4811,6,2023-05-02,46.31,69.64,4.76,4.4
4812,27,2023-08-08,32.03,39.16,3.85,3.2
4813,52,2023-05-28,43.74,56.2,13.04,3.9
4814,80,2023-05-31,43.63,76.33,7.77,4.7
4815,1,2023-07-09,13.33,32.09,6.46,3.8
4816,17,2023-08-03,27.32,55.66,13.22,5.0
4817,27,2023-08-08,20.52,48.15,3.57,3.9
4818,27,2023-05-17,25.42,73.45,13.71,4.5
4819,27,2023-08-08,34.77,38.29,3.9,4.5
4820,24,2023-07-25,27.17,28.31,3.85,4.8
4821,49,2023-03-29,15.64,29.39,4.92,4.2
4822,84,2023-08-02,40.83,41.48,5.18,5.0
4823,4,2023-02-22,32.01,88.64,11.02,3.1
4824,58,2023-04-19,26.01,73.48,16.71,4.3
4825,81,2023-06-23,31.97,53.36,5.46,3.6
4826,89,2023-07-06,37.44,50.56,10.87,3.6
4827,34,2023-05-31,19.8,54.32,12.97,4.5
4828,94,2023-04-18,45.71,64.83,6.41,4.3
4829,23,2023-02-18,41.88,118.03,21.05,3.8
4830,30,2023-08-02,13.17,28.95,1.86,4.3
4831,17,2023-02-27,45.42,51.28,9.57,4.2
4832,51,2023-08-02,38.06,71.31,4.36,4.2
4833,36,2023-04-04,44.49,117.11,11.17,3.0
4834,7,2023-07-06,9.52,18.21,3.83,4.3
4835,59,2023-05-11,29.86,56.4,5.26,3.2
4836,64,2023-07-28,22.51,36.34,8.66,3.8
4837,12,2023-06-06,10.29,25.73,2.29,3.6
4838,99,2023-06-25,17.48,43.12,9.29,3.6
4839,52,2023-06-05,22.34,58.68,5.18,3.4
4840,60,2023-06-10,34.63,57.06,12.97,3.6
4841,60,2023-06-14,27.02,40.83,9.38,3.5
4842,99,2023-04-15,23.8,29.48,4.64,4.5
4843,21,2023-05-07,4.24,7.15,0.72,5.0
4844,6,2023-07-28,11.79,26.54,3.02,3.5
4845,71,2023-03-31,17.98,26.3,3.12,3.0
4846,57,2023-06-25,43.11,50.86,10.14,3.2
4847,99,2023-02-15,37.6,46.35,2.9,3.8
4848,34,2023-05-01,48.82,70.4,10.73,3.1
4849,10,2023-04-11,29.44,58.69,10.42,3.0
4850,97,2023-03-17,7.58,10.07,2.09,4.4
4851,91,2023-06-22,20.62,41.12,8.99,3.4
4852,64,2023-05-19,49.28,104.06,9.24,4.9
4853,55,2023-06-24,26.14,77.58,17.25,4.5
4854,95,2023-06-04,48.48,121.82,21.97,4.9
4855,35,2023-07-05,10.65,25.04,2.52,4.9
4856,71,2023-02-13,7.1,11.9,1.36,4.1
4857,63,2023-05-30,44.57,79.53,12.38,3.8
4858,86,2023-05-09,4.41,6.09,0.54,3.8
4859,11,2023-06-07,49.92,62.88,4.96,4.5
4860,26,2023-03-20,23.09,67.94,15.78,4.7
4861,3,2023-05-27,14.32,15.6,1.89,3.8
4862,43,2023-07-22,26.38,62.92,3.27,3.8
4863,48,2023-04-10,41.9,52.33,9.85,5.0
4864,13,2023-05-24,12.79,12.89,1.68,4.5
4865,39,2023-06-07,13.72,16.88,4.08,3.5
4866,29,2023-03-24,18.24,44.18,2.73,4.2
4867,46,2023-06-03,26.11,70.0,9.07,4.3
4868,85,2023-03-02,13.06,23.95,1.56,4.1
4869,58,2023-07-26,4.73,4.79,0.36,4.9
4870,5,2023-06-02,6.98,9.76,0.75,3.0
4871,33,2023-06-06,2.24,5.61,1.35,3.4
4872,44,2023-05-27,26.48,77.69,4.23,5.0
4873,32,2023-03-02,27.11,28.66,5.13,4.3
4874,32,2023-04-01,1.87,4.3,0.84,3.2
4875,52,2023-02-27,46.24,129.38,32.17,3.1
4876,20,2023-03-27,33.77,95.5,21.1,4.6
4877,77,2023-04-24,37.96,51.33,8.92,3.5
4878,8,2023-05-17,6.83,20.01,2.55,5.0
4879,77,2023-06-18,19.02,43.14,8.9,3.3
4880,96,2023-08-01,49.77,103.96,18.29,4.5
4881,36,2023-04-30,49.24,127.0,31.3,3.6
4882,43,2023-02-15,41.73,77.41,14.75,5.0
4883,38,2023-06-17,13.37,19.64,2.92,4.9
4884,34,2023-08-01,21.34,57.0,13.05,4.5
4885,46,2023-04-15,25.93,70.92,13.0,4.5
4886,38,2023-06-05,20.61,48.82,8.35,4.2
4887,27,2023-03-24,6.51,11.33,0.86,4.8
4888,59,2023-06-06,13.33,26.36,1.7,3.7
4889,92,2023-07-08,2.45,2.64,0.2,3.2
4890,49,2023-03-09,13.24,29.19,6.05,3.6
4891,54,2023-06-19,4.87,14.28,2.53,3.8
4892,23,2023-03-14,41.26,119.44,14.95,4.3
4893,100,2023-08-07,15.1,31.95,2.94,4.6
4894,93,2023-07-13,46.69,64.37,11.2,3.8
4895,29,2023-07-29,7.37,9.5,1.85,4.8
4896,84,2023-03-29,1.81,4.97,0.61,3.1
4897,35,2023-03-19,47.92,60.15,8.81,3.3
4898,39,2023-05-20,31.81,78.39,8.99,4.6
4899,1,2023-06-26,18.07,21.02,1.32,4.8
4900,83,2023-04-29,27.08,68.32,5.23,4.3
4901,91,2023-07-08,30.55,33.15,4.26,4.7
4902,43,2023-03-21,29.96,88.5,13.17,3.6
4903,18,2023-08-09,3.7,8.91,1.29,5.0
4904,57,2023-04-01,33.6,77.5,14.91,4.1
4905,66,2023-07-19,10.78,32.0,3.04,3.1
4906,4,2023-05-10,29.3,41.77,6.24,4.4
4907,79,2023-04-23,45.22,105.68,24.18,4.3
4908,82,2023-07-11,42.9,63.35,12.48,3.7
4909,93,2023-05-28,21.74,44.29,10.91,3.7
4910,6,2023-05-28,45.06,57.42,11.51,3.4
4911,81,2023-04-08,44.77,69.0,15.19,3.0
4912,74,2023-07-04,20.97,27.73,3.78,3.0
4913,70,2023-07-04,24.54,31.19,2.54,3.1
4914,64,2023-04-30,41.7,110.45,8.38,4.7
4915,96,2023-02-18,14.94,40.27,9.25,3.1
4916,72,2023-02-19,32.36,65.06,12.98,4.7
4917,5,2023-07-08,33.93,90.85,21.11,4.8
4918,13,2023-06-03,32.5,81.92,12.67,5.0
4919,23,2023-06-16,30.02,47.92,6.84,3.4
4920,92,2023-08-06,45.88,69.82,5.4,3.2
4921,47,2023-05-04,15.41,15.71,1.46,3.7
4922,66,2023-06-27,31.4,33.03,7.29,4.6
4923,11,2023-04-29,18.75,29.35,4.02,5.0
4924,20,2023-08-06,7.23,11.79,1.95,4.9
4925,84,2023-06-25,15.44,32.56,2.16,4.1
4926,76,2023-07-31,1.74,4.84,0.29,4.7
4927,51,2023-02-24,40.87,48.55,11.69,3.9
4928,21,2023-06-22,34.06,43.9,6.58,4.5
4929,51,2023-03-09,9.82,21.56,1.81,4.6
4930,4,2023-08-09,39.65,108.68,20.59,3.2
4931,84,2023-07-27,21.59,26.84,1.41,3.4
4932,1,2023-07-07,43.16,114.97,16.67,4.1
4933,73,2023-02-24,49.93,76.13,5.51,4.7
4934,74,2023-04-30,3.38,7.73,1.13,4.6
4935,26,2023-02-13,31.61,42.77,6.86,3.0
4936,16,2023-03-28,7.98,9.32,0.83,4.7
4937,94,2023-04-29,40.18,70.23,9.35,3.6
4938,64,2023-03-13,43.38,107.6,11.58,4.1
4939,60,2023-07-09,9.14,16.62,1.88,3.1
4940,66,2023-06-04,46.63,57.72,10.63,4.6
4941,16,2023-03-18,27.21,55.17,3.22,4.5
4942,87,2023-04-29,46.33,61.34,3.53,4.8
4943,44,2023-02-13,31.89,67.41,11.41,4.8
4944,81,2023-06-17,42.05,85.95,5.88,4.6
4945,88,2023-08-04,7.13,11.32,1.08,3.9
4946,96,2023-04-12,17.81,32.75,4.15,4.5
4947,99,2023-06-16,20.06,56.46,12.28,4.0
4948,61,2023-03-26,12.99,20.87,1.5,3.9
4949,8,2023-02-13,27.5,43.53,5.6,3.6
4950,98,2023-04-02,9.91,11.9,0.66,3.5
4951,62,2023-05-02,3.46,6.21,0.91,3.5
4952,2,2023-03-04,9.94,19.4,2.76,4.1
4953,90,2023-06-13,45.51,92.67,9.72,4.4
4954,73,2023-06-05,44.27,78.78,15.34,4.9
4955,74,2023-05-06,14.05,32.78,4.19,4.0
4956,46,2023-06-02,1.16,1.66,0.12,4.9
4957,88,2023-05-19,41.28,100.68,24.58,4.6
4958,5,2023-06-19,18.89,31.71,4.24,3.3
4959,33,2023-07-03,5.72,5.76,0.82,3.4
4960,40,2023-08-07,24.3,27.45,5.37,3.2
4961,52,2023-03-08,4.62,10.17,2.2,3.6
4962,41,2023-05-23,1.53,1.7,0.2,4.0
4963,51,2023-05-10,34.12,65.87,8.22,4.5
4964,46,2023-08-05,12.1,32.26,5.26,3.0
4965,80,2023-04-05,13.46,22.06,2.76,4.6
4966,25,2023-02-13,19.27,56.78,9.84,5.0
4967,66,2023-05-12,12.28,12.56,1.45,3.1
4968,68,2023-05-21,33.54,46.42,10.79,3.4
4969,83,2023-06-23,27.55,58.32,3.84,3.2
4970,81,2023-06-13,14.89,34.96,5.66,3.5
4971,42,2023-02-23,36.51,58.5,11.74,4.4
4972,10,2023-05-08,31.67,48.95,12.02,4.3
4973,54,2023-06-01,13.26,39.57,9.86,4.3
4974,96,2023-06-08,10.52,26.35,5.52,4.8
4975,61,2023-04-03,20.96,41.96,3.77,5.0
4976,94,2023-06-12,18.29,51.99,12.08,3.4
4977,3,2023-04-04,17.33,39.27,9.16,3.1
4978,35,2023-02-21,45.75,84.25,18.53,4.9
4979,50,2023-03-24,36.06,66.39,11.73,3.9
4980,4,2023-02-18,22.85,27.38,4.25,4.8
4981,55,2023-03-13,42.34,49.43,5.38,4.3
4982,1,2023-06-17,19.46,22.26,2.49,4.4
4983,52,2023-02-24,39.01,95.99,12.72,3.1
4984,98,2023-04-11,33.04,98.36,5.51,3.9
4985,54,2023-02-16,22.32,57.59,8.05,5.0
4986,16,2023-03-04,13.87,32.89,4.68,3.3
4987,47,2023-05-29,7.76,21.33,3.35,4.7
4988,63,2023-05-06,47.27,70.52,3.68,3.1
4989,61,2023-05-08,1.53,2.34,0.47,3.1
4990,34,2023-03-28,19.09,51.27,7.16,4.7
4991,3,2023-05-11,19.5,29.94,7.17,3.6
4992,61,2023-07-22,30.38,41.6,5.17,3.2
